sentence,linear_amr,graph_amr,is_valid,ground_truth,smatch_score
"trở về đời thường , đôi bạn cựu chiến binh phan văn đu và Phạm Văn Thanh ngồi bên ấm trà .",(n /ngồi:time(t /trở_về:source(đ /đời_thường)):agent(b1 /bạn_cựu_chiến_binh:mod(px /person:name(n2 /name:op1(p1 /phan):op2(v2 /văn):op3(đ2 /đu))):quant(2):location(b2 /bên:mod(ấ /ấm_trà))),(n / ngồi:time(t / trở_về:source(đ / đời_thường)):agent(b1 / bạn_cựu_chiến_binh:mod(px / person:name(n2 / name:op1(p1 / phan):op2(v2 / văn):op3(đ2 / đu))):quant(x / 2):location(b2 / bên:mod(ấ / ấm_trà))),False,"(n / ngồi
:agent(b / bạn
:quant(đ1 / đôi)
:mod(c / cựu chiến binh)
:mod(a / and
:op1(px / person
:wiki -
:name(n1 / name
:op1(p / phan văn đu)))
:op2(px1 / person
:wiki -
:name(n2 / name
:op1(p1 / Phạm Văn Thanh)))))
:location(b1 / bên
:theme(ấ / ấm
:mod(t1 / trà))))",0.0
"cả đoàn mang mì gói ra ăn , lượm các lon bia để nấu nước sôi .",(a /and:op1(m /mang:agent(đ /đoàn):theme(m1 /mì_gói):direction(r /ra):purpose(ă /ăn)):op2(l /lượm:theme(l1 /lon:mod(b /bia)):agent(đoàn):purpose(n /nấu:patient(n1 /nước_sôi)))),"    (a / and
    :op1
        (m / mang
        :agent
        (đ / đoàn
        )
        :theme
        (m1 / mì_gói
        )
        :direction
        (r / ra
        )
        :purpose
        (ă / ăn
        )
    )
    :op2
        (l / lượm
        :theme
            (l1 / lon
            :mod
            (b / bia
            )
        )
        :agent
        (đ / đoàn
        )
        :purpose
            (n / nấu
            :patient
            (n1 / nước_sôi
            )
        )
    )
)",True,"(a / and
:op1(m / mang
:agent(đ / đoàn
:mod(ax / all))
:theme(m1 / mì
:mod(g / gói))
:direction(r / ra)
:purpose(ă / ăn
:agent đ))
:op2(l / lượm
:theme(l1 / lon
:quant(c1 / các)
:mod(b / bia))
:purpose(n / nấu
:result(n1 / nước
:mod(s / sôi))
:agent đ)
:agent đ))",0.0
"sơ đồ qui hoạch được chính quyền sở tại công bố công khai , hiện vẫn được dựng công khai cách trụ sở ubnd xã Xuân Hải khoảng 2 km .",(a /and:op1(q /qui_hoạch:theme(s /sơ_đồ):modality(đ /được):agent(c /chính_quyền:location(s1 /sở_tại)):compound(c2 /công_bố:degree(c3 /công_khai))):op2(d /dựng:time(h /hiện):modality(v /vẫn):manner(c4 /công_khai):location(k /khoảng:op1(t1 /trụ_sở:acronym(u /ubnd:mod(x1 /xã:mod(n1 /name:op1(Xuan):op2(Hải))))):quant(wz5 /distance-quantity:quant(2000):patient(sơ_đồ))),(a / and:op1(q / qui_hoạch:theme(s / sơ_đồ):modality(đ / được):agent(c / chính_quyền:location(s1 / sở_tại)):compound(c2 / công_bố:degree(c3 / công_khai))):op2(d / dựng:time(h / hiện):modality(v / vẫn):manner(c4 / công_khai):location(k / khoảng:op1(t1 / trụ_sở:acronym(u / ubnd:mod(x1 / xã:mod(n1 / name:op1(x / Xuan):op2(h / Hải))))):quant(wz5 / distance-quantity:quant(x2 / 2000):patient(s / sơ_đồ))),False,"(d / dựng
:theme(s / sơ đồ
:mod(q / qui hoạch)
:agent-of(c1 / công bố
:modality(đ / được)
:agent(c / chính quyền
:mod(s1 / sở tại))
:manner(c2 / công khai)))
:modality(đ1 / được)
:manner(c3 / công khai)
:time(n / now)
:location(r / relative-position
:direction(c4 / cách)
:op1(t / trụ sở
:mod(u / ubnd)
:source(x / xã
:wiki -
:name(nx / name
:op1(x1 / Xuân Hải))))
:quant(dx / distance-quantity
:quant(k / khoảng
:quant 2)
:unit(k1 / km))))",0.0
"người dân tuân thủ đúng pháp luật , chính quyền sai phạm về thủ tục quản lý , sao người dân phải gánh chịu hậu quả ?",(a /and:op1(t /tuân_thủ:pivot(n /người_dân):theme(p /pháp_luật)):op2(s /sai_phạm:agent(c /chính_quyền):topic(t1 /thủ_tục:mod(q /quản_lý))):cause(g /gánh_chịu:agent(n1 /người_dân):theme(h /hậu_quả))),"    (a / and
    :op1
        (t / tuân_thủ
        :pivot
        (n / người_dân
        )
        :theme
        (p / pháp_luật
        )
    )
    :op2
        (s / sai_phạm
        :agent
        (c / chính_quyền
        )
        :topic
            (t1 / thủ_tục
            :mod
            (q / quản_lý
            )
        )
    )
    :cause
        (g / gánh_chịu
        :agent
        (n1 / người_dân
        )
        :theme
        (h / hậu_quả
        )
    )
)",True,"(o / obligate-01
:theme(g / gánh chịu
:agent(n1 / người
:mod(d1 / dân))
:theme(h / hậu quả))
:cause(a / amr-unknown)
:reason(ax / and
:op1(t / tuân thủ
:agent(n / người
:mod(d / dân))
:manner(đ / đúng)
:theme(p / pháp luật))
:op2(s / sai phạm
:agent(c / chính quyền)
:topic(t1 / thủ tục
:mod(q / quản lý)))))",0.0
"chính quyền sai thì sửa , chứ sao lại chỉ sửa chính quyền mà không sửa bên dân ?",(s /sai:domain(c /chính_quyền):theme-of(s1 /sửa)):manner(a /and:op2(s3 /sửa:patient(b /bên_dân):agent(chính_quyền)):polarity -:pivot(chính_quyền))),(s / sai:domain(c / chính_quyền):theme-of(s1 / sửa)):manner(a / and:op2(s3 / sửa:patient(b / bên_dân):agent(c / chính_quyền)):polarity -:pivot(c / chính_quyền))),False,"(a / and
:topic(s1 / sửa
:reason(s / sai
:domain(c / chính quyền))
:agent c)
:op1(s3 / sửa
:manner(l / lại)
:degree(c2 / chỉ)
:agent(c3 / chính quyền))
:op2(s4 / sửa
:polarity -
:agent(b / bên
:mod(d / dân)))
:cause(ax / amr-unknown))",0.0
"bởi giá hồi đó không phải là giá vì không ai cho phép , chắc chắn là có cái gì bên trong nữa ...",(c2 /chắc_chắn:cause(g1 /giá:time(h /hồi:mod(đ /đó)):domain-of(p /phải:polarity -:theme(g /giá):agent(a /ai:polarity(-))):topic(c3 /cái:compound(g2 /gì:classifier(b1 /bên_trong)))),(c2 / chắc_chắn:cause(g1 / giá:time(h / hồi:mod(đ / đó)):domain-of(p / phải:polarity -:theme(g / giá):agent(a / ai:polarity(-))):topic(c3 / cái:compound(g2 / gì:classifier(b1 / bên_trong)))),False,"(c1 / chắc chắn
:reason(p / phải
:domain(g / giá)
:polarity -
:theme(g1 / giá)
:reason(c / cho
:agent(a / ai
:polarity -)
:theme(p1 / phép))
:time(ax / before))
:topic(c2 / có
:theme(c3 / cái
:mod(g2 / gì))
:source(b1 / bên
:mod(t / trong))
:modality(n / nữa)))",0.0
"ngoài ra , đáng lẽ đổ cát lấp đường ống theo tiêu chuẩn về xây dựng hệ thống thoát nước thì đơn vị thi công lấp đất .",(l1 /lấp:condition(n /ngoài_ra):agent(đ1 /đơn_vị_thi_công):theme(đ2 /đất):time(wz3 /then-01:op1(đ /đổ:theme(c /cát):purpose(l /lấp:patient(đ1 /đường_ống:mod(g /gì)):manner(t /theo:source(t1 /tiêu_chuẩn:topic(x /xây_dựng:system(h /hệ_thống:compound(t2 /thoát_nước)))))):agent(đơn_vị))))),(l1 / lấp:condition(n / ngoài_ra):agent(đ1 / đơn_vị_thi_công):theme(đ2 / đất):time(wz3 / then-01:op1(đ / đổ:theme(c / cát):purpose(l / lấp:patient(đ1 / đường_ống:mod(g / gì)):manner(t / theo:source(t1 / tiêu_chuẩn:topic(x / xây_dựng:system(h / hệ_thống:compound(t2 / thoát_nước)))))):agent(đ / đơn_vị))))),False,"(đ1 / đổ
:modality(đ / đáng lẽ)
:theme(c / cát)
:purpose(l / lấp
:theme(đ2 / đường ống)
:manner(t / theo
:theme(t1 / tiêu chuẩn
:topic(x / xây dựng
:result(h / hệ thống
:mod(t2 / thoát
:theme(n1 / nước)))))))
:result(t4 / thi công
:agent(đ3 / đơn vị)
:manner(l1 / lấp
:theme(đ4 / đất))))",0.0
ngẫm sao mà thương thế !,(n /ngẫm:compound(s /sao):theme(t1 /thương)),"    (n / ngẫm
    :compound
    (s / sao
    )
    :theme
    (t1 / thương
    )
)",True,"(n / ngẫm
:modality(s / sao)
:topic(t / thương)
:modality(t1 / thế))",0.0
đáng lẽ phải được tôn vinh thì trái lại những con người ấy đã bị đẩy xuống đáy cùng của cuộc sống !,(a /and:op2(đ3 /đẩy:modality(b /bị):agent(c1 /con_người:mod(ấ /ấy)):tense(đ4 /đã):compound(x /xuống):location(đ5 /đáy:part-of(c2 /cuộc_sống))):op1(o /obligate-01:result-arg1(t /tôn_vinh)))),(a / and:op2(đ3 / đẩy:modality(b / bị):agent(c1 / con_người:mod(ấ / ấy)):tense(đ4 / đã):compound(x / xuống):location(đ5 / đáy:part-of(c2 / cuộc_sống))):op1(o / obligate-01:result-arg1(t / tôn_vinh)))),False,"(r / recommend-01
:theme(t / tôn vinh
:modality(đ / đáng lẽ)
:modality(đ1 / được))
:result(đ3 / đẩy
:beneficiary(c / con người
:quant(n / những)
:mod(ấ / ấy))
:tense(đ2 / đã)
:modality(b / bị)
:direction(x / xuống)
:goal(đ4 / đáy
:mod(c1 / cùng)
:source(c3 / cuộc sống))))",0.0
"lại nữa khi thanh tra đã xác định sai phạm sao không xử lý mà để "" ngâm "" lâu ngày đến vậy ?",(x /xác_định:time(k1 /khi):agent(t /thanh_tra):tense(đ /đã):compound(s /sai_phạm):result-arg1(x1 /xử_lý:manner(n2 /ngâm:degree(l2 /lâu_ngày)):agent(thanh_tra)_:patient(sai_phạm):mode(interrogative)),(x / xác_định:time(k1 / khi):agent(t / thanh_tra):tense(đ / đã):compound(s / sai_phạm):result-arg1(x1 / xử_lý:manner(n2 / ngâm:degree(l2 / lâu_ngày)):agent(t / thanh_tra)_:patient(s / sai_phạm):mode(i / interrogative)),False,"(x1 / xử lý
:time(k / khi
:agent-of(x / xác định
:agent(t / thanh tra)
:tense(đ / đã)
:theme(s / sai phạm)))
:polarity -
:result(đ1 / để
:compound(n / ngâm)
:duration(tx / temporal-quantity
:quant(l1 / lâu)
:unit(n1 / ngày)
:modality(đ2 / đến)
:modality(v / vậy)))
:cause(a / amr-unknown))",0.0
nhóm công nhân dũng cảm ấy gồm 20 người vậy mà hầu như nay đã lang bạt hết .,(l /lang_bạt:agent(c /công_nhân:classifier(n /nhóm):mod(đ /dũng_cảm):mod(ấ /ấy)):degree(h /hầu_nhiều):time(n1 /now):tense(đ1 /đã):compound(h1 /hết)),"    (l / lang_bạt
    :agent
        (c / công_nhân
        :classifier
        (n / nhóm
        )
        :mod
        (đ / dũng_cảm
        )
        :mod
        (ấ / ấy
        )
    )
    :degree
    (h / hầu_nhiều
    )
    :time
    (n1 / now
    )
    :tense
    (đ1 / đã
    )
    :compound
    (h1 / hết
    )
)",True,"(l / lang bạt
:agent-of(g / gồm
:agent(n / nhóm
:mod(c / công nhân
:mod(d / dũng cảm))
:mod(ấ / ấy)
:consist-of(n1 / người
:quant 20)))
:degree(h / hầu như)
:tense(đ / đã)
:degree(h1 / hết)
:time(n2 / now))",0.0
vì sao họ đã làm điều đó ?,(l /làm:cause(a /amr-unknown):agent(h /họ):tense(đ /đã):theme(đ1 /điều:mod(đ2 /đó))),"    (l / làm
    :cause
    (a / amr-unknown
    )
    :agent
    (h / họ
    )
    :tense
    (đ / đã
    )
    :theme
        (đ1 / điều
        :mod
        (đ2 / đó
        )
    )
)",True,"(l / làm
:agent(h / họ)
:tense(đ / đã)
:theme(đ1 / điều
:mod(đ2 / đó))
:cause(a / amr-unknown))",0.0
"đường đất nhỏ , vận động dân góp công góp của đắp đường bêtông .",(v /vận_động:setting(đ1 /đường_đất:mod(n /nhỏ)):agent(g /góp_công_góp_và:beneficiary-arg2(d /dân):theme(c /của:purpose(đ2 /đắp:patient(đ3 /đường:compound(b /bêtông)))))),"    (v / vận_động
    :setting
        (đ1 / đường_đất
        :mod
        (n / nhỏ
        )
    )
    :agent
        (g / góp_công_góp_và
        :beneficiary-arg2
        (d / dân
        )
        :theme
            (c / của
            :purpose
                (đ2 / đắp
                :patient
                    (đ3 / đường
                    :compound
                    (b / bêtông
                    )
                )
            )
        )
    )
)",True,"(v / vận động
:reason(n / nhỏ
:domain(đ / đường đất))
:beneficiary(a / and
:op1(g / góp
:agent(d / dân)
:theme(c / công))
:op2(g1 / góp
:theme(c1 / của)
:agent d)
:op3(đ1 / đắp
:theme(đ2 / đường
:mod(b / bêtông))
:agent d)))",0.0
"và hôm nay , chúng ta cũng cần hỏi câu hỏi này với chính mình .",(a /and:op2(c1 /cần:time(h /hôm_nay):pivot(c /chúng_ta):theme(h1 /hỏi:theme(c2 /câu_hỏi:mod(n /này)):goal(chính_mình)))),"    (a / and
    :op2
        (c1 / cần
        :time
        (h / hôm_nay
        )
        :pivot
        (c / chúng_ta
        )
        :theme
            (h1 / hỏi
            :theme
                (c2 / câu_hỏi
                :mod
                (n / này
                )
            )
            :goal
            (c / chính_mình
            )
        )
    )
)",True,"(c2 / cần
:agent(c / chúng ta)
:theme(h1 / hỏi
:theme(c3 / câu
:compound(h2 / hỏi)
:mod(n / này)
:accompanier( / c
:modality(c4 / chính)))
:agent c)
:time(n2 / now))",0.0
vậy thì sự lầm than hôm nay của nhóm công nhân bảo vệ cái thiện kia minh chứng cho điều gì ?,(m /minh_chứng:domain(s /sự_lầm_than:poss(c1 /công_nhân:classifier(n /nhóm)):time(d /date-entity:dayperiod(h /hôm_nay))):beneficiary(đ /điều:mod(g /gì))),"    (m / minh_chứng
    :domain
        (s / sự_lầm_than
        :poss
            (c1 / công_nhân
            :classifier
            (n / nhóm
            )
        )
        :time
            (d / date-entity
            :dayperiod
            (h / hôm_nay
            )
        )
    )
    :beneficiary
        (đ / điều
        :mod
        (g / gì
        )
    )
)",True,"(m / minh chứng
:theme(s / sự
:compound(l / lầm than)
:source(b / bảo vệ
:agent(n / nhóm
:mod(c1 / công nhân))
:theme(c2 / cái
:compound(t1 / thiện)
:mod(k / kia)))
:time(n2 / now))
:theme(đ / điều
:mod(g / gì)))",0.0
"tôi mong rằng sẽ có cái hậu đến sau cái kết quả "" nhãn tiền "" mà ba năm nay họ đã lãnh chịu .",(m /mong:pivot(t /tôi):topic(c /cái:compound(h /hậu):time(s1 /sau:mod(k2 /kết_quả:classifier(n1 /nhãn_tiền)):time-of(l1 /lãnh_chịu:tense(đ1 /đã):agent(họ):duration(wz3 /temporal-quantity:unit(n2 /năm):quant(3))_:domain(tôi)):domain(hậu))),(m / mong:pivot(t / tôi):topic(c / cái:compound(h / hậu):time(s1 / sau:mod(k2 / kết_quả:classifier(n1 / nhãn_tiền)):time-of(l1 / lãnh_chịu:tense(đ1 / đã):agent(h / họ):duration(wz3 / temporal-quantity:unit(n2 / năm):quant(x / 3))_:domain(t / tôi)):domain(h2 / hậu))),False,"(m / mong
:agent(t / tôi)
:result(c / có
:tense(s / sẽ)
:theme-of(đ / đến
:theme(c1 / cái
:compound(h / hậu))
:time(s1 / sau
:goal(k / kết quả
:modality(c2 / cái)
:mod(n / nhãn tiền))))
:setting(l / lãnh
:beneficiary-of(h1 / họ)
:tense(đ1 / đã)
:compound(c3 / chịu)
:duration(t2 / temporal-quantity
:unit(n1 / năm)
:mod(n2 / nay)
:quant 3))))",0.0
điều không thể hiểu nổi là tại sao họ lại mất việc ?,(m /mất_việc:reason(w1 /possible-01:pivot(h /hiểu_nổi:theme(đ /điều):polarity(-)):agent(họ)),(m / mất_việc:reason(w1 / possible-01:pivot(h / hiểu_nổi:theme(đ / điều):polarity(-)):agent(h / họ)),False,"(m / mất
:domain(đ / điều
:mod(h / hiểu
:polarity -
:manner(n / nổi)))
:pivot(h1 / họ)
:manner(l1 / lại)
:theme(v / việc)
:cause(a / amr-unknown))",0.0
""" hai anh cứ ngồi đây uống nước , tí là xong thôi "" .",(wz1 /multi-sentence:snt2(u /uống:agent(a1 /anh:quant(2):location(n /ngồi:modality(c /cứ):location(đ /đây)):theme(n1 /nước)):snt1(x /xong:time(t /tí):domain(anh))),(wz1 / multi-sentence:snt2(u / uống:agent(a1 / anh:quant(x / 2):location(n / ngồi:modality(c / cứ):location(đ / đây)):theme(n1 / nước)):snt1(x / xong:time(t / tí):domain(a / anh))),False,"(a1 / and
:op1(n / ngồi
:agent(a / anh
:quant 2)
:modality(c / cứ)
:location(đ / đây))
:op2(u / uống
:theme(n1 / nước)
:agent a)
:reason(x / xong
:quant(t / tí)
:modality(t1 / thôi)))",0.0
ngày thứ ba phúc thẩm vụ án Lã Thị Kim Oanh : .,(p /phúc_thẩm:time(n /ngày:ord(o /ordinal-entity:value(3)):patient(v1 /vụ_án:mod(l /lã_thị_kim_oanh))),(p / phúc_thẩm:time(n / ngày:ord(o / ordinal-entity:value(x / 3)):patient(v1 / vụ_án:mod(l / lã_thị_kim_oanh))),False,"(p / phúc thẩm
:time(n / ngày
:ord(o / ordinal-entity
:value 3))
:theme(v / vụ án
:topic(px / person
:wiki -
:name(n1 / name
:op1(l / Lã Thị Kim Oanh)))))",0.0
"báo tt có thể là đầu tàu , qua đó rộng rãi độc giả , nhất là các doanh nghiệp , có thể lên tiếng và đưa ra biện pháp trợ giúp .",(a /and:op1(đ /đầu_tàu:domain(b /báo:mod(t /tt)):quant(p /possible)):op2(r /rộng_rãi:theme(đ1 /độc_giả:segment(n /nhất:theme(d /doanh_nghiệp))):agent(báo):degree(wz3 /possible)):op3(l1 /lên_tiếng:agent(đ2 /độc_giả:segment(nhất)):path(báo)):op4(đ3 /đưa_ra:theme(b1 /biện_pháp:compound(t1 /trợ_giúp)):agent(độc_giả))),"    (a / and
    :op1
        (đ / đầu_tàu
        :domain
            (b / báo
            :mod
            (t / tt
            )
        )
        :quant
        (p / possible
        )
    )
    :op2
        (r / rộng_rãi
        :theme
            (đ1 / độc_giả
            :segment
                (n / nhất
                :theme
                (d / doanh_nghiệp
                )
            )
        )
        :agent
        (b / báo
        )
        :degree
        (wz3 / possible
        )
    )
    :op3
        (l1 / lên_tiếng
        :agent
            (đ2 / độc_giả
            :segment
            (n / nhất
            )
        )
        :path
        (b / báo
        )
    )
    :op4
        (đ3 / đưa_ra
        :theme
            (b1 / biện_pháp
            :compound
            (t1 / trợ_giúp
            )
        )
        :agent
        (đ / độc_giả
        )
    )
)",True,"(đ / đầu tàu
:domain(b / báo
:compound(t / tt))
:modality(c / có thể)
:instrument(đ1 / đó
:result(a / and
:op1(r / rộng rãi
:theme(đ2 / độc giả))
:op2(a2 / and
:op1(l1 / lên tiếng
:modality(n / nhất là)
:quant(c1 / các)
:agent(d / doanh nghiệp)
:modality(c2 / có thể))
:op2(đ3 / đưa
:compound(r1 / ra)
:theme(b1 / biện pháp
:mod(t1 / trợ giúp))
:agent d)))))",0.0
""" anh hỏi ai "" ?",(h /hỏi:agent(a /anh):goal(a1 /ai):mode(interrogative),(h / hỏi:agent(a / anh):goal(a1 / ai):mode(i / interrogative),False,"(h / hỏi
:agent(a / anh)
:amr-unknown(a1 / ai))",0.0
hay khai sinh cho con ?,(o /or:op1(k /khai_sinh:beneficiary(c2 /con)):mode(interrogative),(o / or:op1(k / khai_sinh:beneficiary(c2 / con)):mode(i / interrogative),False,"(k / khai sinh
:beneficiary-arg1(c1 / con)
:mode interrogative)",0.0
